id,airline,departureAirport,arrivalAirport
1539,3,788,337
1540,3,789,337
1541,3,789,337
1542,3,789,337
1543,3,790,337
1544,3,790,337
1545,3,790,337
1546,3,791,337
1547,3,791,337
1548,3,791,337
1549,3,792,337
1550,3,793,337
1551,3,794,337
1552,3,795,337
1553,3,796,337
1554,3,797,337
1555,3,797,337
1556,3,798,337
1557,3,798,337
1558,3,799,337
1559,3,799,337
1560,3,799,337
1561,3,800,337
1562,3,801,337
1563,3,802,337
1564,3,802,337
1565,3,803,337
1566,3,803,337
1567,3,803,337
1568,3,804,337
1569,3,804,337
1570,3,804,337
1571,3,806,337
1572,3,806,337
1573,3,806,337
1574,3,807,337
1575,3,807,337
1576,3,807,337
1577,3,808,337
1578,3,808,337
1579,3,808,1056
1580,3,809,1056
1581,3,810,1056
1582,3,811,1056
1583,3,812,1056
1584,3,812,1056
1585,3,812,415
1586,3,24,1273
1587,3,813,1273
1588,3,813,1273
1589,3,813,1273
1590,3,814,1273
1591,3,814,1273
1592,3,814,1273
1593,3,815,1273
1594,3,816,1273
1595,3,817,1273
1596,3,818,1273
1597,3,818,1273
1598,3,818,1273
1599,3,819,1273
1600,3,820,1273
1601,3,820,1273
1602,3,821,1273
1603,3,821,1590
1604,3,822,1590
1605,3,822,1590
1606,3,822,1590
1607,3,823,1080
1608,3,823,1551
1609,3,824,1551
1610,3,824,1551
1611,3,825,1551
1612,3,825,1551
1613,3,825,1551
1614,3,827,1551
1615,3,827,1551
1616,3,827,1551
1617,3,828,1551
1618,3,828,1551
1619,3,828,1551
1620,3,6813,1551
1621,3,6813,1551
1622,3,6813,1551
1623,3,831,1613
1624,3,831,1246
1625,3,831,1246
1626,3,832,1550
1627,3,832,1550
1628,3,832,1208
1629,3,833,1678
1630,3,833,1678
1631,3,833,1488
1632,3,834,1488
1633,4,835,532
1634,4,836,1055
1635,4,836,1055
1636,4,837,1706
1637,4,837,1230
1638,4,838,1230
1639,4,838,1230
1640,4,838,1212
1641,4,839,1212
1642,4,839,580
1643,4,839,580
1644,4,840,737
1645,4,840,3941
1646,4,840,2179
1647,4,841,1218
1648,4,841,1218
1649,4,841,467
1650,4,842,467
1651,4,842,467
1652,4,842,467
1653,4,843,467
1654,4,843,469
1655,4,843,469
1656,4,844,469
1657,4,844,469
1658,4,844,1216
1659,4,845,514
1660,4,845,1538
1661,4,845,1264
1662,4,846,494
1663,4,846,1191
1664,4,846,3448
1665,4,847,3448
1666,4,847,490
1667,4,847,490
1668,4,848,302
1669,4,849,302
1670,4,849,1489
1671,4,850,1382
1672,4,850,1382
1673,4,851,1460
1674,4,851,609
1675,4,852,1509
1676,4,852,488
1677,4,852,1200
1678,4,853,599
1679,4,853,599
1680,4,853,599
1681,4,854,599
1682,4,854,599
1683,4,854,599
1684,4,855,599
1685,4,855,599
1686,4,855,599
1687,4,856,599
1688,4,856,599
1689,4,856,599
1690,4,857,599
1691,4,857,599
1692,4,857,599
1693,4,858,599
1694,4,859,599
1695,4,859,599
1696,4,859,599
1697,4,860,599
1698,4,861,599
1699,4,863,599
1700,4,864,599
1701,4,864,599
1702,4,864,599
1703,4,865,599
1704,4,865,599
1705,4,866,599
1706,4,866,599
1707,4,866,599
1708,4,867,599
1709,4,867,599
1710,4,867,599
1711,4,868,599
1712,4,868,599
1713,4,868,599
1714,4,869,599
1715,4,869,599
1716,4,869,599
1717,4,870,599
1718,4,870,599
1719,4,870,599
1720,4,871,599
1721,4,872,599
1722,4,873,599
1723,4,874,599
1724,4,875,599
1725,4,875,599
1726,4,875,599
1727,4,876,599
1728,4,877,599
1729,4,877,599
1730,4,878,599
1731,4,878,599
1732,4,878,599
1733,4,879,599
1734,4,880,599
1735,4,880,599
1736,4,880,599
1737,4,881,599
1738,4,881,599
1739,4,881,599
1740,4,882,599
1741,4,882,599
1742,4,882,599
1743,4,883,599
1744,4,883,599
1745,4,883,599
1746,4,884,599
1747,4,884,599
1748,4,885,599
1749,4,885,599
1750,4,886,599
1751,4,886,345
1752,4,886,535
1753,4,887,535
1754,4,887,535
1755,4,887,1626
1756,4,888,1626
1757,4,889,1626
1758,4,890,1626
1759,4,891,1555
1760,4,891,340
1761,4,891,1051
1762,4,892,534
1763,4,892,534
1764,4,892,1665
1765,4,893,342
1766,4,893,421
1767,4,893,3714
1768,4,894,1225
1769,4,894,520
1770,4,894,499
1771,4,895,499
1772,4,895,3797
1773,4,895,3797
1774,4,896,601
1775,4,897,502
1776,4,897,502
1777,4,897,502
1778,4,898,507
1779,4,898,507
1780,4,898,507
1781,4,899,507
1782,4,899,1529
1783,4,900,1638
1784,4,901,1638
1785,4,901,1054
1786,4,901,1335
1787,4,902,1229
1788,4,903,478
1789,4,904,478
1790,4,904,478
1791,4,904,3878
1792,4,905,1353
1793,4,906,346
1794,4,906,346
1795,4,907,1524
1796,4,907,1561
1797,4,908,1354
1798,4,908,1354
1799,4,908,600
1800,4,909,600
1801,4,909,3830
1802,4,909,3830
1803,4,910,596
1804,4,911,596
1805,4,911,596
1806,4,911,596
1807,4,912,596
1808,4,912,596
1809,4,912,596
1810,4,913,596
1811,4,914,596
1812,4,914,596
1813,4,915,596
1814,4,915,596
1815,4,915,596
1816,4,916,596
1817,4,916,596
1818,4,916,596
1819,4,917,596
1820,4,917,596
1821,4,917,596
1822,4,918,596
1823,4,918,1356
1824,4,919,3998
1825,4,919,3998
1826,4,919,3998
1827,4,920,1587
1828,4,920,1415
1829,4,920,1415
1830,4,921,1243
1831,4,922,508
1832,4,922,603
1833,4,922,603
1834,4,923,603
1835,4,923,603
1836,4,923,603
1837,4,924,603
1838,4,924,603
1839,4,924,603
1840,4,925,350
1841,4,925,337
1842,4,925,1056
1843,4,926,1273
1844,4,926,1551
1845,4,926,1613
1846,4,927,1550
1847,4,927,679
1848,4,927,1678
