id,number,segmentId,departureTime,arrivalTime
4736,U22859,448,21:40:00,1.01:20:58.1240000
4737,U21355,448,23:27:00,1.03:03:58.1240000
4738,U26483,448,17:12:00,20:53:58.1240000
4739,U29118,448,07:53:00,11:42:58.1240000
4740,U26430,448,06:00:00,09:31:58.1240000
4741,U29948,449,19:01:00,22:19:02.3720000
4742,U22951,449,11:26:00,15:04:02.3720000
4743,U25850,449,09:11:00,12:21:02.3720000
4744,U24341,449,14:13:00,17:34:02.3720000
4745,U28369,449,18:42:00,22:21:02.3720000
4746,U26439,449,05:43:00,09:00:02.3720000
4747,U29616,449,05:23:00,09:01:02.3720000
4748,U27373,449,22:15:00,1.01:27:02.3720000
4749,U24424,449,05:42:00,08:54:02.3720000
4750,U22830,450,11:56:00,14:49:33.4190000
4751,U23824,450,06:14:00,09:15:33.4190000
4752,U25441,450,06:29:00,09:22:33.4190000
4753,U29138,450,12:36:00,15:23:33.4190000
4754,U26095,450,02:36:00,05:32:33.4190000
4755,U25537,450,21:23:00,1.00:35:33.4190000
4756,U24881,450,01:11:00,04:01:33.4190000
4757,U27724,450,08:27:00,11:41:33.4190000
4758,U21017,450,12:14:00,15:14:33.4190000
4759,U26469,450,17:56:00,21:09:33.4190000
4760,U21335,450,08:11:00,10:58:33.4190000
4761,U21281,450,18:58:00,21:43:33.4190000
4762,U23463,450,04:51:00,07:50:33.4190000
4763,U27739,450,02:47:00,06:01:33.4190000
4764,U21970,450,23:36:00,1.02:50:33.4190000
4765,U27684,450,03:57:00,06:55:33.4190000
4766,U26339,450,08:43:00,11:31:33.4190000
4767,U22635,451,07:06:00,10:20:21.1170000
4768,U22552,451,10:51:00,14:02:21.1170000
4769,U23849,451,18:07:00,21:04:21.1170000
4770,U23178,451,02:08:00,05:18:21.1170000
4771,U25335,451,05:53:00,08:58:21.1170000
4772,U26960,451,18:59:00,21:55:21.1170000
4773,U25090,451,07:19:00,10:10:21.1170000
4774,U25805,451,17:22:00,20:18:21.1170000
4775,U28273,451,14:43:00,17:41:21.1170000
4776,U23391,452,14:24:00,19:14:29.0770000
4777,U21322,452,09:07:00,13:32:29.0770000
4778,U22559,452,10:16:00,15:08:29.0770000
4779,U25731,452,21:56:00,1.02:40:29.0770000
4780,U23441,452,14:02:00,18:27:29.0770000
4781,U24220,452,15:03:00,19:47:29.0770000
4782,U28436,452,18:39:00,23:27:29.0770000
4783,U26528,452,11:46:00,16:36:29.0770000
4784,U28049,452,09:23:00,14:03:29.0770000
4785,U28059,452,06:30:00,11:03:29.0770000
4786,U29973,452,19:57:00,1.00:25:29.0770000
4787,U27215,453,02:50:00,05:41:20.8160000
4788,U21450,453,08:53:00,11:17:20.8160000
4789,U27809,453,04:43:00,07:20:20.8160000
4790,U22406,453,02:51:00,05:40:20.8160000
4791,U24499,453,16:51:00,19:38:20.8160000
4792,U25795,453,08:56:00,11:47:20.8160000
4793,U25823,453,19:55:00,22:26:20.8160000
4794,U28903,453,17:15:00,19:52:20.8160000
4795,U25638,453,20:06:00,22:54:20.8160000
4796,U24899,453,03:57:00,06:35:20.8160000
4797,U25045,453,11:32:00,14:02:20.8160000
4798,U26387,453,09:09:00,11:54:20.8160000
4799,U26058,454,05:45:00,08:39:04.5430000
4800,U21200,454,16:11:00,18:50:04.5430000
4801,U27526,454,13:40:00,16:27:04.5430000
4802,U24845,454,07:11:00,10:00:04.5430000
4803,U26910,454,19:54:00,22:27:04.5430000
4804,U26597,454,13:56:00,16:38:04.5430000
4805,U21916,454,07:50:00,10:36:04.5430000
4806,U22869,455,13:15:00,16:26:25.9660000
4807,U26822,455,19:58:00,22:55:25.9660000
4808,U25739,455,02:31:00,05:49:25.9660000
4809,U27859,455,03:44:00,06:45:25.9660000
4810,U23110,455,10:40:00,13:43:25.9660000
4811,U22426,455,1.00:02:00,1.02:53:25.9660000
4812,U26582,455,07:49:00,11:03:25.9660000
4813,U25244,455,07:15:00,10:25:25.9660000
4814,U26192,456,05:15:00,07:47:08.4590000
4815,U21162,456,09:54:00,12:43:08.4590000
4816,U22021,456,19:38:00,22:26:08.4590000
4817,U23699,456,11:52:00,14:36:08.4590000
4818,U29703,456,03:16:00,05:52:08.4590000
4819,U27263,456,10:19:00,12:49:08.4590000
4820,U27740,456,01:09:00,03:46:08.4590000
4821,U24535,456,04:26:00,06:56:08.4590000
4822,U23915,457,08:48:00,11:04:06.6940000
4823,U21088,457,04:32:00,07:03:06.6940000
4824,U27170,457,07:55:00,10:32:06.6940000
4825,U24561,457,07:20:00,09:48:06.6940000
4826,U23737,457,16:39:00,19:03:06.6940000
4827,U26969,457,21:53:00,1.00:09:06.6940000
4828,U23808,457,04:54:00,07:11:06.6940000
4829,U29651,457,06:13:00,08:53:06.6940000
4830,U26309,457,16:40:00,19:15:06.6940000
4831,U29136,457,14:12:00,16:50:06.6940000
4832,U24541,457,13:13:00,15:30:06.6940000
4833,U26740,457,07:05:00,09:22:06.6940000
4834,U29589,458,01:58:00,04:44:31.7550000
4835,U28610,458,16:20:00,19:06:31.7550000
4836,U24162,458,01:14:00,03:41:31.7550000
4837,U27358,458,16:05:00,18:33:31.7550000
4838,U25485,458,04:57:00,07:45:31.7550000
4839,U29591,458,11:10:00,13:47:31.7550000
4840,U26674,458,1.00:05:00,1.02:39:31.7550000
4841,U28966,458,10:37:00,13:23:31.7550000
4842,U28126,458,09:14:00,11:44:31.7550000
4843,U24576,458,09:07:00,11:51:31.7550000
4844,U29679,458,17:13:00,19:50:31.7550000
4845,U24791,458,08:07:00,10:56:31.7550000
4846,U27857,458,04:03:00,06:42:31.7550000
4847,U26965,459,13:03:00,15:32:07.4640000
4848,U23597,459,20:14:00,22:51:07.4640000
4849,U25132,459,21:38:00,1.00:20:07.4640000
4850,U28544,459,19:08:00,21:38:07.4640000
4851,U22430,459,23:58:00,1.02:22:07.4640000
4852,U26989,459,09:26:00,11:49:07.4640000
4853,U29149,459,18:00:00,20:42:07.4640000
4854,U24737,459,10:33:00,13:12:07.4640000
4855,U28694,459,11:42:00,13:59:07.4640000
4856,U26633,459,13:18:00,15:57:07.4640000
4857,U26376,460,22:54:00,1.02:04:07.6420000
4858,U29757,460,04:11:00,07:37:07.6420000
4859,U28715,460,23:06:00,1.02:04:07.6420000
4860,U24694,460,13:58:00,17:22:07.6420000
4861,U26131,461,19:37:00,22:34:36.2930000
4862,U29286,461,1.00:49:00,1.03:34:36.2930000
4863,U22564,461,05:45:00,08:42:36.2930000
4864,U27412,461,06:37:00,09:14:36.2930000
4865,U21388,461,02:42:00,05:34:36.2930000
4866,U28276,461,20:24:00,22:53:36.2930000
4867,U29860,461,10:15:00,12:51:36.2930000
4868,U23942,461,20:45:00,23:24:36.2930000
4869,U27620,461,01:40:00,04:16:36.2930000
4870,U27627,461,04:54:00,07:46:36.2930000
4871,U25281,461,03:04:00,05:46:36.2930000
4872,U23890,461,07:13:00,10:01:36.2930000
4873,U25985,461,15:20:00,17:55:36.2930000
4874,U26470,461,12:36:00,15:11:36.2930000
4875,U24942,461,17:04:00,19:36:36.2930000
4876,U22827,462,07:16:00,10:34:33.1390000
4877,U25856,462,07:17:00,10:55:33.1390000
4878,U23216,462,11:53:00,15:29:33.1390000
4879,U24858,462,19:01:00,22:18:33.1390000
4880,U21140,462,16:14:00,19:29:33.1390000
4881,U24595,463,08:06:00,11:28:34.7710000
4882,U27351,463,04:27:00,07:49:34.7710000
4883,U25688,463,12:50:00,16:07:34.7710000
4884,U26982,463,18:24:00,21:44:34.7710000
4885,U23984,463,14:23:00,17:41:34.7710000
4886,U28019,463,14:41:00,17:49:34.7710000
4887,U22414,463,10:16:00,13:27:34.7710000
4888,U21203,463,19:28:00,22:52:34.7710000
4889,U21471,463,04:18:00,07:25:34.7710000
4890,U21675,463,02:29:00,05:36:34.7710000
4891,U24354,463,05:55:00,09:16:34.7710000
4892,U22806,463,01:33:00,04:53:34.7710000
4893,U27116,463,15:13:00,18:44:34.7710000
4894,U28612,463,1.00:06:00,1.03:13:34.7710000
4895,U23360,463,15:20:00,18:52:34.7710000
4896,U29688,464,19:25:00,22:52:40.4400000
4897,U28670,464,12:50:00,16:00:40.4400000
4898,U24986,464,16:55:00,20:14:40.4400000
4899,U26549,464,15:04:00,18:18:40.4400000
4900,U24189,464,22:35:00,1.01:53:40.4400000
4901,U23027,464,1.00:32:00,1.03:52:40.4400000
4902,U27703,464,06:37:00,09:56:40.4400000
4903,U27922,464,10:08:00,13:24:40.4400000
4904,U23628,464,22:38:00,1.01:55:40.4400000
4905,U28251,465,01:40:00,04:53:28.9520000
4906,U29156,465,11:58:00,15:12:28.9520000
4907,U26918,465,08:55:00,12:00:28.9520000
4908,U28568,465,22:08:00,1.01:33:28.9520000
4909,U29567,465,16:27:00,19:51:28.9520000
4910,U23891,465,10:33:00,13:49:28.9520000
4911,U23871,465,05:10:00,08:26:28.9520000
4912,U27530,466,1.00:39:00,1.03:32:05.5640000
4913,U25270,466,03:37:00,06:27:05.5640000
4914,U23495,466,18:22:00,21:04:05.5640000
4915,U23560,466,12:07:00,14:58:05.5640000
4916,U28809,466,09:13:00,11:47:05.5640000
4917,U29187,466,02:52:00,05:21:05.5640000
4918,U28393,467,08:17:00,11:04:53.3740000
4919,U22347,467,05:33:00,08:19:53.3740000
4920,U26922,467,16:03:00,18:53:53.3740000
4921,U29248,467,22:20:00,1.01:28:53.3740000
4922,U27352,467,05:57:00,09:04:53.3740000
4923,U28424,467,16:39:00,19:31:53.3740000
4924,U21768,467,03:49:00,07:01:53.3740000
4925,U28473,467,02:01:00,05:01:53.3740000
4926,U25110,467,09:20:00,12:25:53.3740000
4927,U24609,467,19:48:00,22:49:53.3740000
4928,U23119,467,11:00:00,13:44:53.3740000
4929,U21714,467,12:13:00,15:06:53.3740000
4930,U23140,467,10:12:00,12:58:53.3740000
4931,U24644,467,03:18:00,06:15:53.3740000
4932,U23153,467,12:05:00,15:12:53.3740000
4933,U28254,467,1.00:25:00,1.03:33:53.3740000
4934,U28388,467,09:35:00,12:38:53.3740000
4935,U25437,467,19:00:00,22:10:53.3740000
4936,U28727,468,16:17:00,19:00:47.1520000
4937,U24428,468,16:47:00,19:24:47.1520000
4938,U26196,468,01:45:00,04:21:47.1520000
4939,U28757,468,11:20:00,14:05:47.1520000
4940,U22902,468,02:02:00,04:45:47.1520000
4941,U27043,468,09:45:00,12:33:47.1520000
4942,U25543,468,17:23:00,20:11:47.1520000
4943,U28869,468,01:07:00,03:39:47.1520000
4944,U29100,468,11:50:00,14:44:47.1520000
4945,U24580,468,03:38:00,06:18:47.1520000
4946,U24383,468,05:20:00,08:20:47.1520000
4947,U26570,469,17:25:00,20:35:45.7940000
4948,U28474,469,15:20:00,18:27:45.7940000
4949,U28171,469,1.00:35:00,1.03:22:45.7940000
4950,U23953,469,21:05:00,1.00:01:45.7940000
4951,U21506,469,05:22:00,08:26:45.7940000
4952,U26233,469,02:57:00,06:00:45.7940000
4953,U27024,469,18:00:00,20:55:45.7940000
4954,U29648,469,10:18:00,13:18:45.7940000
4955,U26974,469,04:40:00,07:46:45.7940000
4956,U24416,469,18:52:00,22:00:45.7940000
4957,U29296,469,11:29:00,14:37:45.7940000
4958,U25949,469,08:18:00,11:11:45.7940000
4959,U27321,470,1.00:46:00,1.03:45:45.8630000
4960,U22428,470,11:13:00,14:31:45.8630000
4961,U23666,470,05:24:00,08:26:45.8630000
4962,U29523,470,11:46:00,14:48:45.8630000
4963,U28550,470,23:10:00,1.02:28:45.8630000
4964,U22898,470,20:44:00,23:50:45.8630000
4965,U29464,470,03:00:00,06:10:45.8630000
4966,U23786,470,19:31:00,22:30:45.8630000
4967,U23236,470,15:37:00,18:50:45.8630000
4968,U24948,470,22:39:00,1.01:35:45.8630000
4969,U21910,470,21:27:00,1.00:51:45.8630000
4970,U27689,471,07:58:00,10:53:37.5780000
4971,U23510,471,11:00:00,13:53:37.5780000
4972,U23562,471,05:35:00,08:22:37.5780000
4973,U29647,471,16:44:00,19:41:37.5780000
4974,U23214,471,02:07:00,04:51:37.5780000
4975,U29895,471,09:29:00,11:58:37.5780000
4976,U24719,471,06:30:00,09:00:37.5780000
4977,U28509,471,14:51:00,17:47:37.5780000
4978,U21521,471,02:37:00,05:29:37.5780000
4979,U27872,471,20:23:00,23:14:37.5780000
4980,U26869,471,11:27:00,14:07:37.5780000
4981,U23587,471,17:52:00,20:46:37.5780000
4982,U27693,471,14:27:00,17:05:37.5780000
4983,U21120,472,23:39:00,1.05:09:00.4840000
4984,U21492,472,14:09:00,19:39:00.4840000
4985,U28639,472,17:09:00,22:33:00.4840000
4986,U25504,472,05:10:00,10:26:00.4840000
4987,U27003,472,03:57:00,09:17:00.4840000
4988,U28626,472,15:29:00,20:46:00.4840000
4989,U27399,472,12:17:00,17:47:00.4840000
4990,U27314,472,12:32:00,17:49:00.4840000
4991,U29441,472,14:26:00,19:31:00.4840000
4992,U21181,473,14:29:00,16:21:28.3990000
4993,U25794,473,20:26:00,22:07:28.3990000
4994,U29092,473,03:34:00,05:27:28.3990000
4995,U27738,473,05:39:00,07:46:28.3990000
4996,U27555,473,01:52:00,03:43:28.3990000
4997,U27902,473,18:21:00,20:03:28.3990000
4998,U21511,473,04:24:00,06:11:28.3990000
4999,U22792,473,09:29:00,11:27:28.3990000
5000,U22142,473,09:35:00,11:33:28.3990000
5001,U28316,473,17:13:00,19:00:28.3990000
5002,U25691,473,06:02:00,08:10:28.3990000
5003,U27786,473,04:09:00,06:00:28.3990000
5004,U26491,473,20:42:00,22:33:28.3990000
5005,U28332,473,10:21:00,12:24:28.3990000
5006,U27545,474,1.00:23:00,1.02:09:01.1830000
5007,U22145,474,19:15:00,20:37:01.1830000
5008,U26183,474,1.00:07:00,1.01:55:01.1830000
5009,U29756,474,04:04:00,05:50:01.1830000
5010,U21135,474,01:18:00,03:03:01.1830000
5011,U23151,474,07:52:00,09:33:01.1830000
5012,U29963,474,16:28:00,17:53:01.1830000
5013,U26319,474,18:30:00,19:52:01.1830000
5014,U26475,474,22:16:00,23:43:01.1830000
5015,U23244,474,17:24:00,18:49:01.1830000
5016,U27284,474,03:58:00,05:30:01.1830000
5017,U26278,474,20:02:00,21:27:01.1830000
5018,U26251,474,01:24:00,02:50:01.1830000
5019,U27806,474,22:34:00,1.00:18:01.1830000
5020,U24941,475,04:43:00,07:24:36.5420000
5021,U24396,475,10:28:00,13:14:36.5420000
5022,U23620,475,01:51:00,04:19:36.5420000
5023,U25666,475,23:45:00,1.02:22:36.5420000
5024,U25181,475,19:15:00,21:44:36.5420000
5025,U28274,475,08:11:00,10:50:36.5420000
5026,U28125,475,16:50:00,19:37:36.5420000
5027,U23019,475,19:51:00,22:19:36.5420000
5028,U26580,476,01:25:00,03:24:04.6760000
5029,U25853,476,15:36:00,17:10:04.6760000
5030,U25280,476,13:22:00,15:18:04.6760000
5031,U26914,476,21:28:00,23:26:04.6760000
5032,U26104,476,03:52:00,05:29:04.6760000
5033,U29699,476,12:44:00,14:31:04.6760000
5034,U27947,476,07:20:00,09:02:04.6760000
5035,U24527,476,21:24:00,22:57:04.6760000
5036,U24829,476,05:16:00,06:57:04.6760000
5037,U29919,476,13:14:00,14:46:04.6760000
5038,U23430,476,23:30:00,1.01:11:04.6760000
5039,U23144,476,12:40:00,14:26:04.6760000
5040,U24079,477,10:09:00,13:34:36.9930000
5041,U24139,477,14:48:00,18:25:36.9930000
5042,U25305,477,19:52:00,23:28:36.9930000
5043,U28886,477,16:03:00,19:33:36.9930000
5044,U29202,477,03:17:00,06:50:36.9930000
5045,U29179,477,18:24:00,21:57:36.9930000
5046,U22555,477,19:26:00,22:49:36.9930000
5047,U21665,477,08:48:00,12:19:36.9930000
5048,U28460,477,18:44:00,22:22:36.9930000
5049,U22048,477,09:02:00,12:39:36.9930000
5050,U22696,478,05:52:00,07:36:43.3880000
5051,U21394,478,09:30:00,11:27:43.3880000
5052,U27699,478,18:43:00,20:43:43.3880000
5053,U26692,478,21:19:00,23:22:43.3880000
5054,U21591,478,14:10:00,16:02:43.3880000
5055,U29034,478,09:08:00,10:55:43.3880000
5056,U25950,478,02:59:00,04:55:43.3880000
5057,U21987,478,16:06:00,18:04:43.3880000
5058,U28421,478,11:35:00,13:17:43.3880000
5059,U25905,478,06:16:00,07:56:43.3880000
5060,U25185,478,14:45:00,16:39:43.3880000
5061,U27536,479,14:56:00,17:38:10.9560000
5062,U26133,479,21:38:00,1.00:31:10.9560000
5063,U27079,479,15:34:00,18:34:10.9560000
5064,U25388,479,11:11:00,13:48:10.9560000
5065,U27365,479,20:17:00,23:06:10.9560000
5066,U22175,479,1.00:40:00,1.03:35:10.9560000
5067,U22185,479,20:30:00,23:24:10.9560000
5068,U23454,479,19:37:00,22:38:10.9560000
5069,U25762,479,07:52:00,10:34:10.9560000
5070,U22346,479,07:03:00,10:05:10.9560000
5071,U24057,479,10:20:00,13:02:10.9560000
5072,U27531,479,15:54:00,18:37:10.9560000
5073,U26305,479,03:32:00,06:10:10.9560000
5074,U25076,479,05:37:00,08:11:10.9560000
5075,U25115,480,13:57:00,15:09:45.9630000
5076,U22778,480,21:40:00,23:19:45.9630000
5077,U24051,480,10:59:00,12:38:45.9630000
5078,U21429,480,18:54:00,20:14:45.9630000
5079,U26291,480,03:02:00,04:35:45.9630000
5080,U23435,480,17:32:00,18:54:45.9630000
5081,U27213,480,18:34:00,19:59:45.9630000
5082,U27651,480,16:16:00,17:36:45.9630000
5083,U24926,480,18:37:00,19:48:45.9630000
5084,U21830,480,08:20:00,09:41:45.9630000
5085,U23925,480,1.00:40:00,1.02:07:45.9630000
5086,U21080,480,19:23:00,20:34:45.9630000
5087,U22023,480,15:40:00,17:04:45.9630000
5088,U24928,480,22:21:00,23:45:45.9630000
5089,U23805,481,18:12:00,22:32:26.3620000
5090,U26991,481,23:48:00,1.04:09:26.3620000
5091,U29366,481,08:50:00,12:48:26.3620000
5092,U27577,481,22:51:00,1.02:47:26.3620000
5093,U25956,481,13:23:00,17:45:26.3620000
5094,U21064,481,23:13:00,1.03:26:26.3620000
5095,U29613,481,19:47:00,23:58:26.3620000
5096,U27368,481,17:35:00,21:53:26.3620000
5097,U29809,481,12:39:00,16:40:26.3620000
5098,U27518,481,14:12:00,18:21:26.3620000
5099,U23743,481,06:27:00,10:42:26.3620000
5100,U22031,481,19:45:00,23:49:26.3620000
5101,U23950,481,15:20:00,19:42:26.3620000
5102,U28615,482,12:35:00,14:17:00.6550000
5103,U25627,482,12:52:00,14:43:00.6550000
5104,U21613,482,04:26:00,06:12:00.6550000
5105,U25139,482,01:01:00,02:48:00.6550000
5106,U29813,482,21:10:00,22:45:00.6550000
5107,U27501,482,19:39:00,21:02:00.6550000
5108,U22131,483,03:43:00,05:21:59.9550000
5109,U25810,483,20:33:00,21:56:59.9550000
5110,U21934,483,08:26:00,09:47:59.9550000
5111,U21541,483,01:59:00,03:10:59.9550000
5112,U28665,483,10:44:00,11:56:59.9550000
5113,U28232,483,18:44:00,20:14:59.9550000
5114,U29457,483,18:42:00,20:15:59.9550000
5115,U21867,483,22:51:00,1.00:28:59.9550000
5116,U29899,483,21:53:00,23:07:59.9550000
5117,U23711,483,22:19:00,23:38:59.9550000
5118,U21168,483,10:34:00,11:59:59.9550000
5119,U26482,483,16:10:00,17:47:59.9550000
5120,U25655,483,06:51:00,08:00:59.9550000
5121,U28693,484,20:13:00,21:55:23.1740000
5122,U23275,484,13:25:00,14:54:23.1740000
5123,U24673,484,11:53:00,13:38:23.1740000
5124,U27066,484,06:28:00,07:47:23.1740000
5125,U21971,484,06:58:00,08:26:23.1740000
5126,U29838,485,23:19:00,1.02:14:16.9310000
5127,U23184,485,12:27:00,15:13:16.9310000
5128,U24939,485,15:23:00,18:13:16.9310000
5129,U27183,485,03:21:00,06:24:16.9310000
5130,U23024,485,01:05:00,04:12:16.9310000
5131,U23755,485,18:05:00,20:50:16.9310000
5132,U25101,485,04:01:00,06:56:16.9310000
5133,U26013,485,20:31:00,23:27:16.9310000
5134,U29153,485,13:33:00,16:25:16.9310000
5135,U29583,485,15:56:00,18:44:16.9310000
5136,U25078,485,22:16:00,1.01:16:16.9310000
5137,U25620,485,08:51:00,11:41:16.9310000
5138,U29410,486,10:12:00,11:51:53.0030000
5139,U23138,486,11:58:00,13:41:53.0030000
5140,U27331,486,02:52:00,04:19:53.0030000
5141,U27866,486,12:05:00,13:30:53.0030000
5142,U23914,486,11:04:00,12:42:53.0030000
5143,U29447,486,07:18:00,09:00:53.0030000
5144,U25727,486,14:58:00,16:24:53.0030000
5145,U27176,486,15:29:00,17:01:53.0030000
5146,U26844,486,11:26:00,13:11:53.0030000
5147,U24444,486,08:39:00,10:16:53.0030000
5148,U27216,486,06:36:00,07:58:53.0030000
5149,U26843,486,21:33:00,23:07:53.0030000
5150,U25176,486,11:07:00,12:32:53.0030000
5151,U26519,487,13:09:00,15:55:48.4890000
5152,U25336,487,09:58:00,12:48:48.4890000
5153,U27193,487,07:06:00,09:52:48.4890000
5154,U29779,487,10:34:00,13:29:48.4890000
5155,U22735,487,09:25:00,12:10:48.4890000
5156,U26604,487,1.00:21:00,1.02:56:48.4890000
5157,U21329,487,1.00:31:00,1.03:17:48.4890000
5158,U25839,487,15:16:00,18:03:48.4890000
5159,U27570,487,18:08:00,21:07:48.4890000
5160,U29307,487,20:53:00,23:27:48.4890000
5161,U28919,487,23:05:00,1.02:05:48.4890000
5162,U27100,487,08:02:00,10:36:48.4890000
5163,U25378,487,01:23:00,04:18:48.4890000
5164,U29335,488,16:21:00,17:27:31.9980000
5165,U23270,488,21:28:00,22:43:31.9980000
5166,U29533,488,16:43:00,17:56:31.9980000
5167,U21821,488,05:55:00,07:20:31.9980000
5168,U21937,488,03:01:00,04:18:31.9980000
5169,U29878,488,14:31:00,16:00:31.9980000
5170,U25877,488,07:04:00,08:28:31.9980000
5171,U28891,488,18:49:00,20:18:31.9980000
5172,U27638,488,17:57:00,19:03:31.9980000
5173,U25676,488,12:05:00,13:26:31.9980000
5174,U25891,488,13:52:00,15:07:31.9980000
5175,U25398,488,08:20:00,09:36:31.9980000
5176,U29218,488,09:35:00,10:50:31.9980000
5177,U25195,489,01:38:00,05:04:36.6310000
5178,U29508,489,1.00:35:00,1.03:54:36.6310000
5179,U29906,489,23:33:00,1.02:53:36.6310000
5180,U27677,489,13:13:00,16:34:36.6310000
5181,U26652,489,21:43:00,1.01:11:36.6310000
5182,U29832,489,09:33:00,12:50:36.6310000
5183,U22467,489,16:35:00,19:59:36.6310000
5184,U27502,490,1.00:15:00,1.01:39:06.2890000
5185,U28475,490,11:11:00,12:29:06.2890000
5186,U23991,490,20:29:00,21:51:06.2890000
5187,U29291,490,04:00:00,05:36:06.2890000
5188,U26590,490,21:02:00,22:18:06.2890000
5189,U25140,490,19:25:00,20:49:06.2890000
5190,U22976,490,06:31:00,08:03:06.2890000
5191,U29490,490,14:45:00,16:21:06.2890000
5192,U27600,490,22:17:00,23:40:06.2890000
5193,U28020,490,12:04:00,13:28:06.2890000
5194,U26464,490,04:24:00,05:35:06.2890000
5195,U22136,490,12:15:00,13:29:06.2890000
5196,U24705,490,1.00:37:00,1.02:05:06.2890000
5197,U26773,490,02:27:00,03:57:06.2890000
5198,U23429,491,14:24:00,17:13:00.7660000
5199,U26020,491,06:37:00,09:22:00.7660000
5200,U23348,491,05:19:00,08:10:00.7660000
5201,U21798,491,21:28:00,23:58:00.7660000
5202,U25282,491,16:14:00,19:05:00.7660000
5203,U22793,491,19:53:00,22:22:00.7660000
5204,U26429,491,08:18:00,10:45:00.7660000
5205,U27026,491,10:53:00,13:20:00.7660000
5206,U28909,492,20:00:00,1.00:03:52.9220000
5207,U28724,492,09:33:00,13:34:52.9220000
5208,U24300,492,16:45:00,20:49:52.9220000
5209,U23749,492,15:50:00,19:53:52.9220000
5210,U21960,492,01:01:00,04:59:52.9220000
5211,U21380,492,12:17:00,16:08:52.9220000
5212,U22739,492,09:43:00,13:54:52.9220000
5213,U22229,492,02:44:00,06:38:52.9220000
5214,U25297,492,22:11:00,1.02:12:52.9220000
5215,U23462,492,12:37:00,16:35:52.9220000
5216,U29101,492,21:25:00,1.01:15:52.9220000
5217,U25779,492,05:44:00,09:45:52.9220000
5218,U27619,492,19:19:00,23:21:52.9220000
5219,U23315,492,18:49:00,22:49:52.9220000
5220,U29807,492,23:40:00,1.03:39:52.9220000
5221,U24659,493,15:32:00,19:42:12.5860000
5222,U28122,493,21:45:00,1.01:58:12.5860000
5223,U28463,493,17:13:00,21:27:12.5860000
5224,U24761,493,1.00:39:00,1.05:00:12.5860000
5225,U27186,493,12:09:00,16:18:12.5860000
5226,U27510,493,1.00:20:00,1.04:26:12.5860000
5227,U22891,493,05:13:00,09:29:12.5860000
5228,U28594,493,05:56:00,10:02:12.5860000
5229,U25847,493,11:51:00,16:07:12.5860000
5230,U29531,493,17:40:00,22:15:12.5860000
5231,U22508,493,1.00:23:00,1.04:36:12.5860000
5232,U29247,494,19:27:00,22:48:41.4080000
5233,U21360,494,12:39:00,16:03:41.4080000
5234,U28442,494,18:30:00,21:37:41.4080000
5235,U23045,494,1.00:35:00,1.03:37:41.4080000
5236,U21802,494,10:57:00,13:59:41.4080000
5237,U23104,494,22:55:00,1.01:58:41.4080000
5238,U29526,494,21:50:00,1.01:14:41.4080000
5239,U22879,494,07:45:00,11:10:41.4080000
5240,U26139,494,16:58:00,20:17:41.4080000
5241,U23389,494,11:35:00,14:43:41.4080000
5242,U23602,494,21:10:00,1.00:33:41.4080000
5243,U21331,495,11:31:00,15:29:18.8320000
5244,U27583,495,08:15:00,12:04:18.8320000
5245,U28081,495,16:57:00,20:57:18.8320000
5246,U29848,495,09:00:00,12:47:18.8320000
5247,U27942,496,07:56:00,11:38:03.8670000
5248,U28140,496,1.00:25:00,1.04:16:03.8670000
5249,U27654,496,04:38:00,08:28:03.8670000
5250,U25436,496,13:28:00,17:22:03.8670000
5251,U21583,496,11:42:00,15:23:03.8670000
5252,U22320,496,04:52:00,08:39:03.8670000
5253,U21698,496,11:36:00,15:23:03.8670000
5254,U21678,496,12:11:00,15:50:03.8670000
5255,U27472,496,22:34:00,1.02:34:03.8670000
5256,U22907,496,13:23:00,17:17:03.8670000
5257,U21407,496,08:22:00,11:57:03.8670000
5258,U22150,496,05:37:00,09:13:03.8670000
5259,U21159,496,1.00:45:00,1.04:43:03.8670000
5260,U24686,496,14:47:00,18:28:03.8670000
5261,U21766,496,11:21:00,14:58:03.8670000
5262,U23926,497,07:29:00,11:39:16.6260000
5263,U27346,497,08:59:00,13:13:16.6260000
5264,U29957,497,21:10:00,1.01:30:16.6260000
5265,U26901,497,21:36:00,1.01:35:16.6260000
5266,U28080,497,07:21:00,11:12:16.6260000
5267,U24726,497,22:48:00,1.03:04:16.6260000
5268,U25364,497,18:18:00,22:33:16.6260000
5269,U23342,497,07:42:00,11:42:16.6260000
5270,U25897,497,03:39:00,07:53:16.6260000
5271,U26702,498,11:46:00,15:40:24.6910000
5272,U27901,498,16:07:00,20:00:24.6910000
5273,U25697,498,06:25:00,10:09:24.6910000
5274,U27534,498,09:01:00,12:36:24.6910000
5275,U21777,498,09:30:00,13:19:24.6910000
5276,U29014,498,10:29:00,14:24:24.6910000
5277,U22016,498,15:51:00,19:36:24.6910000
5278,U21637,498,1.00:15:00,1.03:49:24.6910000
5279,U28896,499,09:40:00,14:03:49.1300000
5280,U23851,499,11:38:00,16:12:49.1300000
5281,U29585,499,08:58:00,13:13:49.1300000
5282,U22271,499,15:37:00,20:12:49.1300000
5283,U27222,499,15:31:00,19:54:49.1300000
5284,U27650,499,03:18:00,07:43:49.1300000
5285,U23944,499,07:19:00,11:50:49.1300000
5286,U25703,499,1.00:20:00,1.04:59:49.1300000
